model,quality,path,name,nrows,ncols,nnz,mean_nnz_per_row,std_nnz_per_row,mean_nnz_per_col,std_nnz_per_col,sparsity
transformer,25.21,dlmc/transformer/magnitude_pruning/0.7/body_decoder_layer_5_ffn_conv1_fully_connected.smtx,transformer/magnitude_pruning/0.7/body_decoder_layer_5_ffn_conv1_fully_connected,2048,512,314572.0,153.599609375,24.9706230164,614.3984375,39.1014976501,0.700000762939
transformer,25.21,dlmc/transformer/magnitude_pruning/0.7/body_decoder_layer_5_self_attention_multihead_attention_k_fully_connected.smtx,transformer/magnitude_pruning/0.7/body_decoder_layer_5_self_attention_multihead_attention_k_fully_connected,512,512,78643.0,153.599609375,11.568488121,153.599609375,15.8009414673,0.700000762939
transformer,25.21,dlmc/transformer/magnitude_pruning/0.7/body_decoder_layer_3_encdec_attention_multihead_attention_q_fully_connected.smtx,transformer/magnitude_pruning/0.7/body_decoder_layer_3_encdec_attention_multihead_attention_q_fully_connected,512,512,78643.0,153.599609375,16.8667163849,153.599609375,8.93235492706,0.700000762939
transformer,25.21,dlmc/transformer/magnitude_pruning/0.7/body_decoder_layer_2_encdec_attention_multihead_attention_q_fully_connected.smtx,transformer/magnitude_pruning/0.7/body_decoder_layer_2_encdec_attention_multihead_attention_q_fully_connected,512,512,78643.0,153.599609375,21.8537807465,153.599609375,9.33856678009,0.700000762939
transformer,25.21,dlmc/transformer/magnitude_pruning/0.7/body_decoder_layer_4_encdec_attention_multihead_attention_output_transform_fully_connected.smtx,transformer/magnitude_pruning/0.7/body_decoder_layer_4_encdec_attention_multihead_attention_output_transform_fully_connected,512,512,78643.0,153.599609375,27.0972957611,153.599609375,16.5633811951,0.700000762939
transformer,25.21,dlmc/transformer/magnitude_pruning/0.7/body_decoder_layer_3_self_attention_multihead_attention_q_fully_connected.smtx,transformer/magnitude_pruning/0.7/body_decoder_layer_3_self_attention_multihead_attention_q_fully_connected,512,512,78643.0,153.599609375,19.0397872925,153.599609375,15.7099523544,0.700000762939
transformer,25.21,dlmc/transformer/magnitude_pruning/0.7/body_decoder_layer_3_ffn_conv1_fully_connected.smtx,transformer/magnitude_pruning/0.7/body_decoder_layer_3_ffn_conv1_fully_connected,2048,512,314572.0,153.599609375,25.6472053528,614.3984375,29.0951004028,0.700000762939
transformer,25.21,dlmc/transformer/magnitude_pruning/0.7/body_decoder_layer_2_self_attention_multihead_attention_k_fully_connected.smtx,transformer/magnitude_pruning/0.7/body_decoder_layer_2_self_attention_multihead_attention_k_fully_connected,512,512,78643.0,153.599609375,30.2769412994,153.599609375,20.2543830872,0.700000762939
transformer,25.21,dlmc/transformer/magnitude_pruning/0.7/body_decoder_layer_2_encdec_attention_multihead_attention_k_fully_connected.smtx,transformer/magnitude_pruning/0.7/body_decoder_layer_2_encdec_attention_multihead_attention_k_fully_connected,512,512,78643.0,153.599609375,25.0162029266,153.599609375,29.8576335907,0.700000762939
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_4_ffn_conv2_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_4_ffn_conv2_fully_connected,512,2048,209715.0,409.599609375,50.3211746216,102.399902344,30.7210674286,0.800000190735
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_5_encdec_attention_multihead_attention_output_transform_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_5_encdec_attention_multihead_attention_output_transform_fully_connected,512,512,52428.0,102.3984375,15.1669559479,102.3984375,9.91651821136,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_0_ffn_conv2_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_0_ffn_conv2_fully_connected,512,2048,209715.0,409.599609375,55.8476028442,102.399902344,20.1416320801,0.800000190735
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_1_self_attention_multihead_attention_v_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_1_self_attention_multihead_attention_v_fully_connected,512,512,52428.0,102.3984375,24.9036693573,102.3984375,17.564540863,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_0_ffn_conv1_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_0_ffn_conv1_fully_connected,2048,512,209715.0,102.399902344,15.7530918121,409.599609375,16.8356552124,0.800000190735
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_1_self_attention_multihead_attention_v_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_1_self_attention_multihead_attention_v_fully_connected,512,512,52428.0,102.3984375,14.9867582321,102.3984375,20.3381919861,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_3_ffn_conv2_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_3_ffn_conv2_fully_connected,512,2048,209715.0,409.599609375,47.5596046448,102.399902344,30.1826782227,0.800000190735
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_1_self_attention_multihead_attention_output_transform_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_1_self_attention_multihead_attention_output_transform_fully_connected,512,512,52428.0,102.3984375,14.6964530945,102.3984375,13.5479974747,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_5_encdec_attention_multihead_attention_q_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_5_encdec_attention_multihead_attention_q_fully_connected,512,512,52428.0,102.3984375,8.78349781036,102.3984375,7.16582584381,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_4_self_attention_multihead_attention_q_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_4_self_attention_multihead_attention_q_fully_connected,512,512,52428.0,102.3984375,16.7192306519,102.3984375,11.3834705353,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_5_self_attention_multihead_attention_q_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_5_self_attention_multihead_attention_q_fully_connected,512,512,52428.0,102.3984375,9.08711242676,102.3984375,10.5994825363,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_5_ffn_conv1_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_5_ffn_conv1_fully_connected,2048,512,209715.0,102.399902344,28.371263504,409.599609375,45.7141456604,0.800000190735
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_4_ffn_conv2_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_4_ffn_conv2_fully_connected,512,2048,209715.0,409.599609375,47.4109954834,102.399902344,21.7243423462,0.800000190735
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_1_ffn_conv2_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_1_ffn_conv2_fully_connected,512,2048,209715.0,409.599609375,47.4107513428,102.399902344,22.059551239,0.800000190735
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_1_encdec_attention_multihead_attention_v_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_1_encdec_attention_multihead_attention_v_fully_connected,512,512,52428.0,102.3984375,18.7115592957,102.3984375,15.067861557,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_2_ffn_conv1_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_2_ffn_conv1_fully_connected,2048,512,209715.0,102.399902344,19.4659099579,409.599609375,23.5919475555,0.800000190735
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_4_self_attention_multihead_attention_k_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_4_self_attention_multihead_attention_k_fully_connected,512,512,52428.0,102.3984375,14.9115028381,102.3984375,15.3456726074,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_2_encdec_attention_multihead_attention_v_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_2_encdec_attention_multihead_attention_v_fully_connected,512,512,52428.0,102.3984375,24.9103355408,102.3984375,13.8474321365,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_1_self_attention_multihead_attention_q_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_1_self_attention_multihead_attention_q_fully_connected,512,512,52428.0,102.3984375,15.8260011673,102.3984375,11.6109380722,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_4_self_attention_multihead_attention_output_transform_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_4_self_attention_multihead_attention_output_transform_fully_connected,512,512,52428.0,102.3984375,16.2758636475,102.3984375,27.0670013428,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_3_self_attention_multihead_attention_q_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_3_self_attention_multihead_attention_q_fully_connected,512,512,52428.0,102.3984375,20.1380348206,102.3984375,9.27832603455,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_1_self_attention_multihead_attention_q_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_1_self_attention_multihead_attention_q_fully_connected,512,512,52428.0,102.3984375,43.0216789246,102.3984375,11.2034368515,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_4_ffn_conv1_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_4_ffn_conv1_fully_connected,2048,512,209715.0,102.399902344,26.7648334503,409.599609375,43.86170578,0.800000190735
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_0_encdec_attention_multihead_attention_q_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_0_encdec_attention_multihead_attention_q_fully_connected,512,512,52428.0,102.3984375,17.8843250275,102.3984375,10.089512825,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_0_self_attention_multihead_attention_v_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_0_self_attention_multihead_attention_v_fully_connected,512,512,52428.0,102.3984375,25.435300827,102.3984375,20.7670631409,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_1_self_attention_multihead_attention_output_transform_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_1_self_attention_multihead_attention_output_transform_fully_connected,512,512,52428.0,102.3984375,16.238861084,102.3984375,20.8106575012,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_5_self_attention_multihead_attention_q_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_5_self_attention_multihead_attention_q_fully_connected,512,512,52428.0,102.3984375,22.517906189,102.3984375,9.03019142151,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_3_ffn_conv2_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_3_ffn_conv2_fully_connected,512,2048,209715.0,409.599609375,46.4770774841,102.399902344,23.7077484131,0.800000190735
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_3_self_attention_multihead_attention_output_transform_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_3_self_attention_multihead_attention_output_transform_fully_connected,512,512,52428.0,102.3984375,18.3756752014,102.3984375,18.4742584229,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_5_ffn_conv2_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_5_ffn_conv2_fully_connected,512,2048,209715.0,409.599609375,69.0769042969,102.399902344,35.3223800659,0.800000190735
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_5_ffn_conv2_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_5_ffn_conv2_fully_connected,512,2048,209715.0,409.599609375,80.0385742188,102.399902344,17.4491672516,0.800000190735
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_2_self_attention_multihead_attention_k_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_2_self_attention_multihead_attention_k_fully_connected,512,512,52428.0,102.3984375,16.3662128448,102.3984375,17.1482906342,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_3_self_attention_multihead_attention_k_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_3_self_attention_multihead_attention_k_fully_connected,512,512,52428.0,102.3984375,15.8859901428,102.3984375,20.1707897186,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_3_self_attention_multihead_attention_output_transform_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_3_self_attention_multihead_attention_output_transform_fully_connected,512,512,52428.0,102.3984375,13.6515455246,102.3984375,14.8921051025,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_4_encdec_attention_multihead_attention_k_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_4_encdec_attention_multihead_attention_k_fully_connected,512,512,52428.0,102.3984375,11.3578767776,102.3984375,24.0937595367,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_0_self_attention_multihead_attention_output_transform_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_0_self_attention_multihead_attention_output_transform_fully_connected,512,512,52428.0,102.3984375,29.2109336853,102.3984375,18.3608951569,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_5_self_attention_multihead_attention_k_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_5_self_attention_multihead_attention_k_fully_connected,512,512,52428.0,102.3984375,20.9153194427,102.3984375,15.0727853775,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_5_self_attention_multihead_attention_output_transform_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_5_self_attention_multihead_attention_output_transform_fully_connected,512,512,52428.0,102.3984375,21.5350704193,102.3984375,19.5813941956,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_4_self_attention_multihead_attention_k_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_4_self_attention_multihead_attention_k_fully_connected,512,512,52428.0,102.3984375,16.5429553986,102.3984375,15.788315773,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_2_ffn_conv2_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_2_ffn_conv2_fully_connected,512,2048,209715.0,409.599609375,45.4726676941,102.399902344,30.130022049,0.800000190735
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_3_encdec_attention_multihead_attention_output_transform_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_3_encdec_attention_multihead_attention_output_transform_fully_connected,512,512,52428.0,102.3984375,14.6119537354,102.3984375,12.540769577,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_0_self_attention_multihead_attention_q_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_0_self_attention_multihead_attention_q_fully_connected,512,512,52428.0,102.3984375,26.466545105,102.3984375,46.8697662354,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_1_self_attention_multihead_attention_k_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_1_self_attention_multihead_attention_k_fully_connected,512,512,52428.0,102.3984375,15.1899881363,102.3984375,14.9507465363,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_1_ffn_conv1_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_1_ffn_conv1_fully_connected,2048,512,209715.0,102.399902344,17.4691905975,409.599609375,28.1823348999,0.800000190735
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_3_self_attention_multihead_attention_k_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_3_self_attention_multihead_attention_k_fully_connected,512,512,52428.0,102.3984375,17.4800510406,102.3984375,16.2667388916,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_4_self_attention_multihead_attention_q_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_4_self_attention_multihead_attention_q_fully_connected,512,512,52428.0,102.3984375,15.2655344009,102.3984375,10.3201398849,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_1_encdec_attention_multihead_attention_output_transform_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_1_encdec_attention_multihead_attention_output_transform_fully_connected,512,512,52428.0,102.3984375,15.6049060822,102.3984375,16.416973114,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_0_encdec_attention_multihead_attention_k_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_0_encdec_attention_multihead_attention_k_fully_connected,512,512,52428.0,102.3984375,22.1535263062,102.3984375,11.3242959976,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_4_encdec_attention_multihead_attention_v_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_4_encdec_attention_multihead_attention_v_fully_connected,512,512,52428.0,102.3984375,10.8082284927,102.3984375,18.654586792,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_0_self_attention_multihead_attention_output_transform_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_0_self_attention_multihead_attention_output_transform_fully_connected,512,512,52428.0,102.3984375,21.3154640198,102.3984375,21.5275402069,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_0_ffn_conv1_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_0_ffn_conv1_fully_connected,2048,512,209715.0,102.399902344,18.0332202911,409.599609375,43.4752731323,0.800000190735
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_4_encdec_attention_multihead_attention_q_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_4_encdec_attention_multihead_attention_q_fully_connected,512,512,52428.0,102.3984375,10.6826295853,102.3984375,6.75617742538,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_2_self_attention_multihead_attention_v_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_2_self_attention_multihead_attention_v_fully_connected,512,512,52428.0,102.3984375,11.8539867401,102.3984375,18.125793457,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_2_self_attention_multihead_attention_output_transform_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_2_self_attention_multihead_attention_output_transform_fully_connected,512,512,52428.0,102.3984375,11.4975128174,102.3984375,25.9348144531,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_2_self_attention_multihead_attention_output_transform_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_2_self_attention_multihead_attention_output_transform_fully_connected,512,512,52428.0,102.3984375,16.8192768097,102.3984375,10.9749984741,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_3_self_attention_multihead_attention_v_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_3_self_attention_multihead_attention_v_fully_connected,512,512,52428.0,102.3984375,21.1315040588,102.3984375,15.4277992249,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_1_self_attention_multihead_attention_k_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_1_self_attention_multihead_attention_k_fully_connected,512,512,52428.0,102.3984375,40.1847991943,102.3984375,17.6419868469,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_4_ffn_conv1_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_4_ffn_conv1_fully_connected,2048,512,209715.0,102.399902344,18.1491699219,409.599609375,18.7081260681,0.800000190735
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_2_encdec_attention_multihead_attention_output_transform_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_2_encdec_attention_multihead_attention_output_transform_fully_connected,512,512,52428.0,102.3984375,14.3983983994,102.3984375,19.3522396088,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_4_self_attention_multihead_attention_v_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_4_self_attention_multihead_attention_v_fully_connected,512,512,52428.0,102.3984375,25.772769928,102.3984375,11.7568712234,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_4_self_attention_multihead_attention_v_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_4_self_attention_multihead_attention_v_fully_connected,512,512,52428.0,102.3984375,17.3820075989,102.3984375,16.4983844757,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_0_self_attention_multihead_attention_k_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_0_self_attention_multihead_attention_k_fully_connected,512,512,52428.0,102.3984375,32.4396286011,102.3984375,16.2693805695,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_5_self_attention_multihead_attention_v_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_5_self_attention_multihead_attention_v_fully_connected,512,512,52428.0,102.3984375,13.2581567764,102.3984375,14.3125486374,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_3_self_attention_multihead_attention_v_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_3_self_attention_multihead_attention_v_fully_connected,512,512,52428.0,102.3984375,15.5088624954,102.3984375,12.866859436,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_0_encdec_attention_multihead_attention_v_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_0_encdec_attention_multihead_attention_v_fully_connected,512,512,52428.0,102.3984375,12.6329421997,102.3984375,13.9661083221,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_2_self_attention_multihead_attention_q_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_2_self_attention_multihead_attention_q_fully_connected,512,512,52428.0,102.3984375,18.3210678101,102.3984375,10.4629850388,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_0_self_attention_multihead_attention_v_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_0_self_attention_multihead_attention_v_fully_connected,512,512,52428.0,102.3984375,32.8234138489,102.3984375,45.2191848755,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_0_self_attention_multihead_attention_q_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_0_self_attention_multihead_attention_q_fully_connected,512,512,52428.0,102.3984375,34.1933479309,102.3984375,14.4520149231,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_0_encdec_attention_multihead_attention_output_transform_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_0_encdec_attention_multihead_attention_output_transform_fully_connected,512,512,52428.0,102.3984375,20.6546516418,102.3984375,13.0918254852,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_2_ffn_conv2_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_2_ffn_conv2_fully_connected,512,2048,209715.0,409.599609375,46.1309051514,102.399902344,25.3596553802,0.800000190735
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_3_encdec_attention_multihead_attention_v_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_3_encdec_attention_multihead_attention_v_fully_connected,512,512,52428.0,102.3984375,14.2194509506,102.3984375,14.2942504883,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_3_encdec_attention_multihead_attention_k_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_3_encdec_attention_multihead_attention_k_fully_connected,512,512,52428.0,102.3984375,10.8534908295,102.3984375,24.3007164001,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_0_self_attention_multihead_attention_k_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_0_self_attention_multihead_attention_k_fully_connected,512,512,52428.0,102.3984375,33.4294013977,102.3984375,42.9295082092,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_5_self_attention_multihead_attention_output_transform_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_5_self_attention_multihead_attention_output_transform_fully_connected,512,512,52428.0,102.3984375,29.6378765106,102.3984375,12.3635282516,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_5_encdec_attention_multihead_attention_v_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_5_encdec_attention_multihead_attention_v_fully_connected,512,512,52428.0,102.3984375,10.1902513504,102.3984375,22.6968269348,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_4_self_attention_multihead_attention_output_transform_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_4_self_attention_multihead_attention_output_transform_fully_connected,512,512,52428.0,102.3984375,20.2730731964,102.3984375,15.8232860565,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_5_self_attention_multihead_attention_v_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_5_self_attention_multihead_attention_v_fully_connected,512,512,52428.0,102.3984375,18.9345436096,102.3984375,9.84019947052,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_1_encdec_attention_multihead_attention_q_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_1_encdec_attention_multihead_attention_q_fully_connected,512,512,52428.0,102.3984375,20.482591629,102.3984375,9.34962272644,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_1_ffn_conv2_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_1_ffn_conv2_fully_connected,512,2048,209715.0,409.599609375,44.3788909912,102.399902344,27.2534713745,0.800000190735
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_decoder_layer_5_encdec_attention_multihead_attention_k_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_decoder_layer_5_encdec_attention_multihead_attention_k_fully_connected,512,512,52428.0,102.3984375,10.1906347275,102.3984375,25.0068244934,0.800003051758
transformer,24.65,dlmc/transformer/magnitude_pruning/0.8/body_encoder_layer_2_ffn_conv1_fully_connected.smtx,transformer/magnitude_pruning/0.8/body_encoder_layer_2_ffn_conv1_fully_connected,2048,512,209715.0,102.399902344,26.5185832977,409.599609375,53.0946044922,0.800000190735
